admin2,admin3,admin4,admin5,admin6,amount
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Executive authorities under the local public administration authorities,835120.0300000001
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Libraries,37632.5
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Local public administration authorities reserves fund,21000.0
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Other social support and care actions and facilities,86100.0
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Physical education and sports,15566.0
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Physical education and sports facilities,336005.5
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Preschool facilities,2694766.33
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Production Department of the utilities office and for the housing operation office,124647.78
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Roads office,233457.09
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Street lights,119411.55
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Support for the young teaching staff from rural areas,4571.4
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,Youth activities,2800.0
District Council Anenii Noi,NO DATA,Mayoralty of Floreni,NO DATA,other costs,252558.22999999998
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Centralized accounting offices,22441.05
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,"Culture palaces and houses, clubs and other similar facilities",386233.12
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,"Districts, towns, villages (communities) planning/development",42505.87
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Executive authorities under the local public administration authorities,511884.64999999997
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Libraries,49709.009999999995
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Other social support and care actions and facilities,86300.0
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Physical education and sports,12940.0
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Physical education and sports facilities,153492.74
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Preschool facilities,659801.6499999999
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Production Department of the utilities office and for the housing operation office,110648.93
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,Youth activities,2600.0
District Council Anenii Noi,NO DATA,Mayoralty of Geamana,NO DATA,other costs,89528.06
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Centralized accounting offices,36295.18000000001
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,"Culture palaces and houses, clubs and other similar facilities",88514.90000000001
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,"Districts, towns, villages (communities) planning/development",129595.43
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Environment funds,480465.63
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Executive authorities under the local public administration authorities,493918.01000000007
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Libraries,58615.66
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Lyceums,97790.31
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Museums and exhibitions,48235.97000000001
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Other social support and care actions and facilities,53680.05
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Physical education and sports,2000.0
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Preschool facilities,1376793.4000000001
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Production Department of the utilities office and for the housing operation office,9116.85
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Street lights,531921.0
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,Youth activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Gura Bicului,NO DATA,other costs,74111.42
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Administrative-military activities,2000.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Centralized accounting offices,45987.70000000001
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Community-based social assistance services,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,"Culture palaces and houses, clubs and other similar facilities",540133.2999999999
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,"Districts, towns, villages (communities) planning/development",188418.66
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Executive authorities under the local public administration authorities,628855.94
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Libraries,101839.11000000002
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Local public administration authorities reserves fund,26540.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Museums and exhibitions,52264.96
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Other social support and care actions and facilities,85800.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Physical education and sports,8905.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Physical education and sports facilities,210309.54
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Power grids,49997.69
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Preschool facilities,3130941.4000000004
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Primary schools,10000.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Production Department of the utilities office and for the housing operation office,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Social Investment Fund II project,60000.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Social day care centers for children,348168.47
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Street lights,499665.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Summer recreation for children,47500.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,Youth activities,2670.0
District Council Anenii Noi,NO DATA,Mayoralty of Hirbovat,NO DATA,other costs,617740.75
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Administrative-military activities,1000.0
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Centralized accounting offices,50679.68
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,"Culture palaces and houses, clubs and other similar facilities",59987.44
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,"Districts, towns, villages (communities) planning/development",54677.17
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Executive authorities under the local public administration authorities,512608.7700000001
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Libraries,41608.25
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Local public administration authorities reserves fund,40200.0
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Net lending,-796.88
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Other social support and care actions and facilities,26400.0
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Physical education and sports,3000.0
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Preschool facilities,664321.13
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Production Department of the utilities office and for the housing operation office,48000.0
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Street lights,262370.5
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,Youth activities,1400.0
District Council Anenii Noi,NO DATA,Mayoralty of Maximovca,NO DATA,other costs,38316.11
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Administrative-military activities,900.0
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Centralized accounting offices,45862.14
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,"Culture palaces and houses, clubs and other similar facilities",392808.43
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,"Districts, towns, villages (communities) planning/development",206347.89
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Executive authorities under the local public administration authorities,713158.0199999999
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Extracurricular measures and facilities for children,508835.8999999999
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Libraries,56412.439999999995
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Local public administration authorities reserves fund,65622.85
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Museums and exhibitions,142491.23
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Other social support and care actions and facilities,70392.0
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Physical education and sports,8798.0
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Preschool facilities,3107382.42
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Production Department of the utilities office and for the housing operation office,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,Youth activities,4600.0
District Council Anenii Noi,NO DATA,Mayoralty of Mereni,NO DATA,other costs,118243.09999999999
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Administrative-military activities,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Centralized accounting offices,21400.92
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,"Culture palaces and houses, clubs and other similar facilities",89785.5
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,"Districts, towns, villages (communities) planning/development",36830.98
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Executive authorities under the local public administration authorities,496333.9699999999
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Libraries,45477.490000000005
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Other social support and care actions and facilities,11150.0
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Physical education and sports,10100.0
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Preschool facilities,485072.50000000006
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Production Department of the utilities office and for the housing operation office,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,Youth activities,1200.0
District Council Anenii Noi,NO DATA,Mayoralty of Merenii Noi,NO DATA,other costs,77955.69
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,Centralized accounting offices,24672.87
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,"Culture palaces and houses, clubs and other similar facilities",36274.79
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,"Districts, towns, villages (communities) planning/development",48507.44
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,Executive authorities under the local public administration authorities,441604.82
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,Libraries,28900.680000000004
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,Local public administration authorities reserves fund,0.0
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,Other social support and care actions and facilities,7200.0
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,Physical education and sports,800.0
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,Production Department of the utilities office and for the housing operation office,27406.82
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,Youth activities,391.9
District Council Anenii Noi,NO DATA,Mayoralty of Ochiul Ros,NO DATA,other costs,15880.0
District Council Anenii Noi,NO DATA,Mayoralty of Puhaceni,NO DATA,Administrative-military activities,1500.0
District Council Anenii Noi,NO DATA,Mayoralty of Puhaceni,NO DATA,Centralized accounting offices,22357.51
